Order;City;Cantidad
1180661169048-01;Guayaquil;1
1180662299595-01;Pastaza;1
1180662392809-01;Santa Rosa;2
1180662400427-01;Quevedo;1
1180662510111-01;Montalvo;1
1180663144112-01;Santa Elena;1
1180702627474-01;Guayaquil;3
1180761037011-01;Guayaquil;1
1180770042096-01;Guayaquil;1
1180771856179-01;Guayaquil;1
1180781555418-01;Duran;1
1180790245716-01;Cantón Daule;1
1180790683444-01;Duran;1
1180790813439-01;Tonsupa;1
1180791118601-01;Guayaquil;1
1180792040676-01;Palestina;1
1180793190367-01;Portoviejo;1
1180800397646-01;Montecristi;1
1180800432731-01;Machala;1
1180800761262-01;Rumiðahui;1
1180801341252-01;Guayaquil;1
1180801700569-01;Manta;1
1180801826776-01;La Mana;1
1180802162880-01;Guayaquil;1
1180803079742-01;Manta;1
1180803282019-01;Pedro Carbo;1
1180810205272-01;Pajan;1
1180810334444-01;Balzar;1
1180811016451-01;Santo Domingo de los Colorados;1
1180811039572-01;Quevedo;1
1180811558495-01;Puerto Lopez;1
1180812234609-01;Machala;1
1180812610861-01;Duran;1
1180812910531-01;Montecristi;2
1180813222990-01;Loja;1
1180820261645-01;Guayaquil;1
1180820337135-01;Milagro;1
1180820814324-01;Guayaquil;1
1180821181889-01;Lomas De Sargentillo;1
1180821307860-01;Quevedo;1
1180821611517-01;Samborondon;1
1180821612689-01;Guayaquil;4
1180821667082-01;Guayaquil;1
1180821735617-01;Lomas De Sargentillo;1
1180821846294-01;La Libertad;1
1180821879306-01;Guayaquil;1
1180822319214-01;Daule;1
1180823544573-01;Duran;1
1180830309438-01;Lomas De Sargentillo;1
1180830520701-01;Samborondon;1
1180830528730-01;Pasaje;1
1180830696112-01;Guayaquil;1
1180830863971-01;Guayaquil;2
1180831134545-01;La Mana;1
1180831238866-01;El Carmen;1
1180831248159-01;Orellana;1
1180831379925-01;Daule;1
1180831614848-01;Lomas De Sargentillo;1
1180831869935-01;Duran;1
1180832325902-01;La Troncal;1
1180832661472-01;Rocafuerte;1
1180832801886-01;Ibarra;1
1180832858505-01;Duran;1
1180832956451-01;Esmeraldas;1
1180833101293-01;Guayaquil;1
1180833335574-01;Ventanas;1
1180833581680-01;Guayaquil;1
1180840456373-01;Guayaquil;1
1180840580635-01;Playas;2
1180841282941-01;Rocafuerte;1
1180841657521-01;Guayaquil;1
1180842168519-01;Distrito Metropolitano de Quito;1
1180842251571-01;Guayaquil;22
1180842277734-01;Lago Agrio;1
1180842639194-01;Guayaquil;1
1180843302817-01;Portoviejo;1
1180843509901-01;Urbina Jado - Salitre;1
1180850173657-01;Lomas De Sargentillo;1
1180850657001-01;Esmeraldas;1
1180851017172-01;Guayaquil;1
1180851071368-01;Guayaquil;1
1180851121714-01;Pifo;1
1180851518839-01;Sigchos;1
1180851519587-01;Guayaquil;1
1180851698620-01;Esmeraldas;1
1180851927959-01;Distrito Metropolitano de Quito;1
1180852150016-01;Santa Elena;1
1180852215701-01;Loja;1
1180852970702-01;Ventanas;1
1180853289230-01;Cantón Daule;1
1180860078895-01;Pedro Carbo;1
1180860109212-01;Guayaquil;1
1180860613053-01;Santa Elena;1
1180860707460-01;Santo Domingo;1
1180860924127-01;Naranjito;1
1180861010124-01;Guayaquil;1
1180861410887-01;Otavalo;1
1180861902061-01;Palestina;1
1180862102306-01;Vinces;1
1180862350285-01;Guayaquil;1
1180862434104-01;San Francisco de Natabuela;6
1180863085161-01;Machala;1
1180870056406-01;Playas;1
1180870174277-01;Manta;1
1180870380418-01;Guayaquil;1
1180870572310-01;Cantón Daule;1
1180870687885-01;Machala;1
1180870709526-01;Pedro Carbo;1
1180870760581-01;Quininde;1
1180871220740-01;Ventanas;1
1180871796653-01;Quito;1
1180871905332-01;Naranjito;1
1180872007421-01;Santa Ana;1
1180872009147-01;Distrito Metropolitano de Quito;1
1180872272666-01;Balzar;1
1180872403040-01;Guayaquil;1
1180872403318-01;Cantón Daule;1
1180872433684-01;Tosagua;1
1180872602570-01;Santa Rosa;1
1180872664173-01;Manta;1
1180872743557-01;Cantón Flavio Alfaro;1
1180872855241-01;Quevedo;1
1180872868681-01;Loja;1
1180872945950-01;San Jacinto De Yaguachi;1
1180873076740-01;Guayaquil;9
1180873209678-01;Guayaquil;9
1180873444171-01;Palestina;1
1180873598018-01;Cantón Daule;1
1180880792276-01;Guayaquil;1
1180881103629-01;La Libertad;1
1180881405980-01;Manta;1
1180881455547-01;Santa Elena;1
1180881752505-01;La Mana;1
1180882169960-01;Pastaza;1
1180882328157-01;Milagro;1
1180882386447-01;Rumiðahui;1
1180882521376-01;Portoviejo;1
1180882757251-01;Machala;1
1180882762586-01;Sigchos;1
1180883491888-01;Guayaquil;1
1180890246024-01;Distrito Metropolitano de Quito;1
1180890577730-01;Santo Domingo;1
1180891348638-01;Santa Elena;2
1180891433480-01;Guayaquil;2
1180891824869-01;Machala;1
1180892149229-01;Loja;1
1180892255573-01;Distrito Metropolitano de Quito;1
1180892405776-01;Distrito Metropolitano de Quito;1
1180892590969-01;San Jacinto De Yaguachi;1
1180892658823-01;La Troncal;1
1180892926377-01;Pedro Carbo;1
1180893555495-01;Guayaquil;1
1180901113800-01;Samborondon;1
1180901550584-01;Guayaquil;1
1180902780654-01;Cantón Daule;1
1180902817282-01;Machala;1
1180903132665-01;Zamora;1
1180911890835-01;Samborondon;1
1180912832643-01;San Carlos;1
1180921626755-01;Guayaquil;15
1180930449263-01;Quito;1
1180991254573-01;Quito;3
1181011499140-01;Nobol;1
1181020274898-01;Cantón Daule;1
1181020639318-01;Guayaquil;1
1181030510658-01;Samborondon;1
1181032491996-01;Gualaceo;1
1181032809654-01;Guayaquil;1
1181033067538-01;El Carmen;1
1181040390742-01;Distrito Metropolitano de Quito;1
1181040407397-01;Tosagua;1
1181040481183-01;Samborondon;1
1181040907099-01;Montalvo;1
1181041153020-01;Nobol;1
1181041592628-01;Lago Agrio;1
1181042633957-01;Ventanas;1
1181042730756-01;Machala;1
1181042810120-01;Guayaquil;1
1181043096521-01;Pedro Carbo;1
1181043260180-01;Lago Agrio;1
1181043318712-01;Pedro Carbo;1
1181043350376-01;Guayaquil;1
1181043370728-01;La Concordia;1
1181043417565-01;La Troncal;6
1181043523051-01;Pedro Carbo;1
1181050083729-01;Tena;2
1181050316428-01;Lomas De Sargentillo;1
1181050368701-01;Santa Lucia;1
1181050609221-01;Santa Rosa;1
1181050635236-01;Valencia;1
1181050745442-01;Guayaquil;1
1181051150385-01;Montalvo;1
1181051250735-01;Santa Elena;1
1181051490304-01;Guayaquil;1
1181051718945-01;Guayaquil;1
1181051803453-01;Milagro;3
1181051845995-01;Puerto Lopez;1
1181052158658-01;Pedro Carbo;1
1181052164923-01;Quevedo;1
1181052385885-01;Guayaquil;1
1181052409929-01;Guayaquil;1
1181052850985-01;Milagro;1
1181052887256-01;Guayaquil;1
1181052948602-01;Tosagua;4
1181060754575-01;Esmeraldas;1
1181061188015-01;Milagro;1
1181061323959-01;Pedro Carbo;1
1181061403280-01;Arenillas;3
1181062161570-01;Balzar;1
1181062379397-01;El Triunfo;1
1181062713983-01;Machala;1
1181063093528-01;Salitre - Urbina Jado;1
1181063160320-01;Samborondón;2
1181063182884-01;Distrito Metropolitano de Quito;1
1181063597288-01;Quevedo;1
1181070169376-01;Samborondon;1
1181070550468-01;Rumiðahui;1
1181070567008-01;Loja;1
1181070583881-01;Otavalo;1
1181070787305-01;Quevedo;1
1181070831511-01;Cantón Flavio Alfaro;1
1181070961442-01;Samborondon;1
1181071246669-01;Guayaquil;1
1181071502348-01;Guayaquil;1
1181071552298-01;Guayaquil;1
1181072119340-01;Cantón Daule;1
1181072151879-01;Pasaje;1
1181072237515-01;El Triunfo;1
1181072445574-01;Pedro Carbo;1
1181073043098-01;Babahoyo;1
1181073201469-01;Loja;1
1181073473305-01;El Triunfo;1
1181080318370-01;Milagro;1
1181080326843-01;Mocache;1
1181080705995-01;Distrito Metropolitano de Quito;1
1181081297794-01;Santa Lucia;1
1181081429221-01;Naranjal;2
1181081720880-01;Ibarra;1
1181081756902-01;Esmeraldas;1
1181082313599-01;El Carmen;1
1181082515429-01;Esmeraldas;1
1181082802855-01;Pastaza;1
1181082971474-01;Guayaquil;1
1181083122676-01;Manta;1
1181083384391-01;Manta;1
1181090119459-01;Distrito Metropolitano de Quito;2
1181090222789-01;Esmeraldas;1
1181091059420-01;Milagro;1
1181091457734-01;Vinces;1
1181091468208-01;San Vicente;1
1181091914722-01;Santa Elena;1
1181091968652-01;Chone;1
1181092068135-01;Quinsaloma;1
1181092263887-01;El Empalme;2
1181092297490-01;Santa Elena;1
1181092654398-01;Samborondon;1
1181093003890-01;Milagro;1
1181093164457-01;Quevedo;1
1181100023956-01;Puellaro;1
1181100079488-01;Milagro;1
1181100125040-01;Cantón Daule;1
1181100566527-01;Esmeraldas;1
1181100753202-01;Samborondon;1
1181101150340-01;Samborondon;1
1181101254089-01;Cantón Flavio Alfaro;1
1181101460432-01;Manta;1
1181101534298-01;Atacames;2
1181101601826-01;La T De Salitre;8
1181101834060-01;Daule;1
1181101836107-01;Santa Rosa;1
1181101975022-01;Guayaquil;1
1181102501616-01;Guayaquil;1
1181102730890-01;Tosagua;1
1181102761393-01;Santa Ana;1
1181102830456-01;Quito;5
1181102892099-01;Cantón Daule;2
1181102978652-01;Daule;2
1181103092005-01;Portoviejo;3
1181103262578-01;Guayaquil;4
1181103426826-01;Urbina Jado - Salitre;1
1181103503807-01;La Libertad;1
1181110013497-01;Guayaquil;1
1181110141916-01;San Vicente;1
1181110393785-01;Mejia;1
1181110739905-01;Mejia;1
1181110811177-01;Valencia;1
1181111214429-01;Cantón Daule;1
1181111353759-01;El Carmen;1
1181111489782-01;Guayaquil;1
1181111601287-01;Machala;2
1181111613399-01;Quito;1
1181111667261-01;Guayaquil;1
1181111693842-01;Esmeraldas;1
1181111705613-01;Portoviejo;1
1181111951437-01;Guayaquil;2
1181112005684-01;Naranjito;24
1181112034351-01;Playas;1
1181112180647-01;Manta;1
1181112745796-01;Quevedo;1
1181112878331-01;Duran;1
1181112980824-01;Milagro;2
1181113211895-01;Quevedo;1
1181113309076-01;Riobamba;1
1181120083046-01;Cantón Daule;1
1181120204972-01;Pasaje;1
1181120314831-01;Machala;1
1181120481874-01;Guayaquil;1
1181120654461-01;Guayaquil;1
1181121278133-01;Cantón Archidona;1
1181121337725-01;Samborondon;1
1181121716016-01;Babahoyo;1
1181121854317-01;Balzar;1
1181121871693-01;La Troncal;1
1181122012172-01;Distrito Metropolitano de Quito;1
1181122387135-01;La Libertad;2
1181122751015-01;Portoviejo;1
1181123099044-01;Santo Domingo;1
1181123512107-01;Milagro;1
1181123594398-01;Pastaza;1
1181130813029-01;Naranjito;1
1181131144252-01;Guayaquil;3
1181131400201-01;Guayaquil;1
1181131810402-01;Guayaquil;1
1181132165920-01;Duran;2
1181133173891-01;Samborondon;2
1181133178352-01;Guayaquil;1
1181133411274-01;Guayaquil;1
1181133590728-01;Guayaquil;1
1181140410117-01;La Mana;1
1181140494681-01;Santa Elena;2
1181141646730-01;Jujan;1
1181143124854-01;Manta;1
1181151759820-01;Guayaquil;2
1181192159278-01;Duran;5
1181240426593-01;Calderon (Carapungo);1
1181252360845-01;Quito;2
1181260213424-01;La Puntilla;5
1181262349181-01;Quito;1
1181270645377-01;Rumiðahui;1
1181270889129-01;Naranjal;1
1181270985717-01;Buena Fe;8
1181271054447-01;Ibarra;1
1181271388462-01;Cuenca;1
1181271757242-01;Manta;1
1181272803743-01;Jujan;1
1181273478499-01;Ibarra;1
1181273522772-01;Pasaje;1
1181280003691-01;Rumiðahui;1
1181280145036-01;Pedro Carbo;2
1181280186008-01;Rumiðahui;1
1181280380902-01;Buena Fe;8
1181280532428-01;Pedernales;2
1181280589306-01;Portoviejo;1
1181280771551-01;Guayaquil;1
1181280881057-01;Santo Domingo;1
1181280913490-01;Guayaquil;1
1181281450947-01;Milagro;1
1181281740853-01;Pasaje;1
1181282090772-01;Cantón Flavio Alfaro;1
1181282141027-01;Quito;1
1181282277297-01;Guayaquil;1
1181282658529-01;Distrito Metropolitano de Quito;1
1181282797605-01;Pasaje;1
1181282937331-01;Manglaralto;1
1181282954429-01;Guayaquil;1
1181283141248-01;Duran;1
1181290379202-01;Santa Lucia;1
1181290584986-01;Cuenca;1
1181290707506-01;Zamora;1
1181290763644-01;Esmeraldas;1
1181290846050-01;Duran;1
1181290948458-01;Santa Elena;1
1181291214609-01;Buena Fe;1
1181291401953-01;Cantón Daule;1
1181291525433-01;Guayaquil;1
1181291577200-01;Manta;1
1181292524071-01;Cotacachi;2
1181293059327-01;Puerto Lopez;1
1181293060717-01;Santa Lucia;1
1181293171652-01;Quininde;1
1181293319779-01;Milagro;1
1181300156874-01;Distrito Metropolitano de Quito;1
1181300396159-01;Archidona;1
1181300654780-01;Babahoyo;1
1181301180727-01;Babahoyo;1
1181301399778-01;Manta;3
1181301914383-01;Salcedo;1
1181302093653-01;Bahia De Caraquez;1
1181302135843-01;San Miguel De Los Bancos;1
1181302358652-01;Sucre;1
1181302374679-01;Cantón Archidona;1
1181302431731-01;Jujan;1
1181302486446-01;Posorja;1
1181302654096-01;Guayaquil;1
1181310185518-01;Guayaquil;1
1181310315108-01;Milagro;1
1181310421524-01;Ventanas;1
1181310433852-01;Distrito Metropolitano de Quito;1
1181310570483-01;Ibarra;1
1181310586042-01;Distrito Metropolitano de Quito;1
1181310673142-01;Distrito Metropolitano de Quito;1
1181311011183-01;Salinas;1
1181311542650-01;Santo Domingo;1
1181311858171-01;Macas;2
1181311992896-01;Manta;3
1181312009971-01;Santa Rosa;1
1181312107373-01;Pasaje;1
1181312248892-01;Ibarra;1
1181312439958-01;Manta;3
1181312467642-01;Guayaquil;1
1181312573004-01;Santa Ana;1
1181313340726-01;Distrito Metropolitano de Quito;1
1181313586786-01;Cantón Daule;1
1181320138813-01;Loja;1
1181320160754-01;Manta;3
1181320740253-01;Samborondon;1
1181320784108-01;Quevedo;1
1181320966317-01;Daule;1
1181321586604-01;Otavalo;2
1181321593083-01;Zamora;1
1181321652793-01;Manta;1
1181321797637-01;Palestina;1
1181321882202-01;San Vicente;1
1181321971619-01;Guayaquil;1
1181322483651-01;Otavalo;1
1181323445835-01;Valencia;1
1181330037638-01;Montalvo;2
1181330042722-01;Machala;1
1181330332967-01;Montalvo;1
1181330463129-01;Milagro;1
1181330839298-01;La Mana;1
1181331038391-01;Guayaquil;1
1181331278060-01;Pifo;1
1181331317942-01;Montalvo;1
1181331385117-01;Rocafuerte;8
1181331708356-01;Rocafuerte;1
1181332527488-01;Quito;1
1181332726834-01;El Triunfo;1
1181332777546-01;Palestina;2
1181332997528-01;Portoviejo;1
1181333061295-01;Pasaje;1
1181333515681-01;Playas;1
1181340223235-01;Cotacachi;1
1181340726990-01;Milagro;1
1181340809130-01;Pastaza;1
1181340914760-01;Tosagua;2
1181341123607-01;Esmeraldas;1
1181341456764-01;Milagro;1
1181341463519-01;Tosagua;1
1181341730044-01;Valencia;1
1181341881027-01;Guayaquil;1
1181341941875-01;Santo Domingo;1
1181342016852-01;Machala;2
1181342270903-01;Machala;1
1181342278807-01;Samborondon;2
1181342412979-01;Pasaje;1
1181342650688-01;Rocafuerte;1
1181342822998-01;Naranjito;1
1181342989833-01;Manta;1
1181343272695-01;Milagro;1
1181343554655-01;Duran;1
1181350300458-01;Daule;1
1181350532007-01;Guayaquil;1
1181350646202-01;Guayaquil;1
1181350937320-01;Balzar;1
1181351240854-01;Milagro;1
1181351273304-01;Buena Fe;1
1181351294722-01;Santa Ana;1
1181351305114-01;Quininde;1
1181351779169-01;Santa Ana;1
1181352030809-01;Quevedo;1
1181352127095-01;Ibarra;1
1181352220011-01;Guayaquil;1
1181352459376-01;Otavalo;1
1181352508556-01;Portoviejo;1
1181352801710-01;Santo Domingo de los Colorados;1
1181352826570-01;Chongon;4
1181353337341-01;Salitre - Urbina Jado;1
1181353526239-01;Quito;1
1181360517309-01;Milagro;1
1181362316143-01;Quininde;1
1181362355725-01;Zamora;2
1181362929109-01;Naranjito;12
1181363002381-01;Cantón Píllaro;1
1181363058722-01;Guayaquil;1
1181363102606-01;Santa Rosa;2
1181363327426-01;Ibarra;1
1181363448175-01;Pastaza;1
1181370866799-01;Machala;1
1181371164104-01;Guayaquil;1
1181372059772-01;Manta;2
1181380593513-01;San Vicente;1
1181381012064-01;Santa Lucia;1
1181381372966-01;Santa Ana;1
1181381954093-01;Milagro;2
1181381990802-01;Babahoyo;1
1181382066036-01;Santo Domingo de los Colorados;1
1181382649994-01;Cantón Daule;1
1181383418499-01;Cuenca;1
1181430336222-01;Guayaquil;2
1181480588203-01;Guayaquil;1
1181491000118-01;Salcedo;1
1181492821589-01;Guayaquil;1
1181500037343-01;Machala;1
1181500418316-01;Distrito Metropolitano de Quito;1
1181500437048-01;Guayaquil;1
1181500819605-01;Balzar;1
1181510370821-01;Cantón Daule;1
1181511138869-01;El Carmen;1
1181511310397-01;Distrito Metropolitano de Quito;1
1181511630254-01;Portoviejo;2
1181513038115-01;Quevedo;1
1181520337333-01;Guayaquil;1
1181520698603-01;Orellana;1
1181520757993-01;Quinsaloma;1
1181522066646-01;Naranjito;1
1181522306610-01;Salinas;3
1181522656644-01;Guayaquil;6
1181523338174-01;Samborondon;1
1181530094588-01;Santa Elena;1
1181530238453-01;Cotacachi;1
1181530351427-01;Portoviejo;1
1181530608509-01;Manta;1
1181530755215-01;Manta;1
1181530808324-01;Bolivar;1
1181531306605-01;Puerto Lopez;1
1181531490230-01;Samborondon;1
1181531493368-01;Vinces;1
1181531877396-01;Portoviejo;1
1181532449957-01;Santo Domingo;1
1181532483178-01;Quito;1
1181533198499-01;Guayaquil;2
1181533522383-01;Manta;1
1181540099036-01;Pastaza;1
1181540377014-01;El Triunfo;1
1181540500615-01;Tonchigue;1
1181540523914-01;Quito;1
1181540586112-01;Cantón Daule;1
1181540630818-01;Riobamba;1
1181540866888-01;Guayaquil;1
1181540910871-01;Rumiðahui;1
1181541326083-01;Rumiðahui;1
1181541353802-01;Balzar;1
1181541582236-01;Manta;1
1181542275548-01;Samborondon;2
1181542483692-01;Lomas De Sargentillo;10
1181542847977-01;Montecristi;2
1181542860373-01;Esmeraldas;2
1181542970507-01;Chone;1
1181543127430-01;Montecristi;2
1181543186298-01;Guayaquil;1
1181543478433-01;Guayaquil;1
1181543505663-01;Tosagua;1
1181550264510-01;La Concordia;1
1181551090692-01;Cantón Ambato;1
1181551548142-01;Balzar;1
1181551695261-01;Milagro;1
1181552269758-01;Tosagua;1
1181552274371-01;Quito;2
1181552774548-01;Guayaquil;1
1181553115346-01;Quito;3
1181553116475-01;Guayaquil;1
1181553392635-01;Distrito Metropolitano de Quito;1
1181560033279-01;Guayaquil;2
1181560063406-01;Portoviejo;1
1181560124388-01;Ventanas;1
1181560654276-01;Yantzaza;1
1181561019121-01;Distrito Metropolitano de Quito;1
1181561981081-01;Guayaquil;1
1181562034481-01;Montecristi;1
1181562426750-01;Montecristi;1
1181562463673-01;Morona;1
1181562713102-01;Montecristi;1
1181562833490-01;Morona;1
1181562838457-01;Cantón Daule;1
1181562975400-01;Tosagua;1
1181563240359-01;Morona;1
1181570027720-01;Mocache;1
1181570047190-01;Ventanas;1
1181570384491-01;Guayaquil;1
1181570392755-01;Manta;1
1181570632746-01;Quevedo;2
1181570710690-01;Valencia;1
1181571179131-01;Duran;1
1181571274570-01;Rumiðahui;1
1181571722829-01;Pedro Carbo;1
1181571935858-01;Milagro;1
1181572892319-01;Guayaquil;1
1181572955591-01;Portoviejo;1
1181573054659-01;Cantón Daule;1
1181573067640-01;Valencia;1
1181573480550-01;Guayaquil;2
1181580263184-01;Babahoyo;1
1181580850782-01;San Jacinto De Yaguachi;1
1181580952243-01;Buena Fe;1
1181581108358-01;La Libertad;1
1181581207657-01;Pujili;1
1181581230786-01;Santo Domingo de los Colorados;1
1181581383736-01;Machala;1
1181581632273-01;Milagro;1
1181581772928-01;Riobamba;2
1181582040345-01;Pedro Carbo;1
1181582321991-01;Santo Domingo;1
1181582354337-01;Guayaquil;1
1181582690358-01;Valencia;2
1181582774224-01;Manta;1
1181582790093-01;La Libertad;2
1181582857333-01;Distrito Metropolitano de Quito;1
1181582883982-01;Milagro;1
1181583170366-01;La Concordia;1
1181583273472-01;Portoviejo;1
1181583383252-01;Balzar;1
1181583570918-01;Guayaquil;1
1181590059282-01;Duran;3
1181590185575-01;Portoviejo;1
1181590282166-01;Guayaquil;2
1181590545017-01;Portoviejo;1
1181590624404-01;Naranjito;1
1181590901358-01;Coronel Marcelino Maridueña (San Carlos);1
1181590973300-01;Tosagua;1
1181591004184-01;Palestina;1
1181591205133-01;Guayaquil;1
1181591235917-01;Quito;1
1181591460724-01;Guayaquil;1
1181591512361-01;Samborondon;1
1181591541450-01;Pedro Carbo;1
